0.0,13.97
0.0,13.97,66.35,207.5,545.5
0.03,5.535,49.55,259.0,605.0,1085.5,1695.0,2405.0
0.03,5.535,49.55,259.0,605.0,1085.5,1695.0,2405.0,3210.0,4075.0,4935.0,5935.0
